airport_id,iata_code,airport_name,icao_code,city,country,latitude,longitude
7893,,Nannhausen Airport,EDRN,Nannhausen,Germany,49.9702796936,7.4791669846
7894,YUS,Yushu Batang Airport,ZYLS,Yushu,China,32.8363888889,97.0363888889
7898,HIA,Lianshui Airport,ZSSH,Huai An,China,33.7908333333,119.125
7902,YOO,Toronto/Oshawa Executive Airport,CYOO,Oshawa,Canada,43.922798,-78.894997
7903,,Marl-Loemühle Airfield,EDLM,Recklinghausen,Germany,51.647202,7.16333
7904,,Färila Air Base,ESNF,Farila,Sweden,61.8979988098,15.7053003311
7905,LHA,Lahr Airport,EDTL,Lahr,Germany,48.3693008423,7.8277201653
7906,NYW,Monywar Airport,VYMY,Monywa,Burma,22.221638,95.093479
7907,ATO,Ohio University Snyder Field,KUNI,Athens,United States of America,39.2109985352,-82.2313995361
7908,SGH,Springfield-Beckley Municipal Airport,KSGH,Springfield,United States of America,39.8403015137,-83.8402023315
7909,,Sun Island Resort and SPA,,South Aari Atoll,Maldives,3.488334,72.862989
7910,,Fes Sefrou Airport,GMFU,Fes,Morocco,34.0080986023,-4.9655599594
7911,HEX,Herrera Airport,MDHE,Santo Domingo,Dominican Republic,18.4696998596,-69.9693984985
7912,CDA,Cooinda Airport,YCOO,Cooinda,Australia,-12.9033002853,132.5319976807
7913,JAB,Jabiru Airport,YJAB,Jabiru,Australia,-12.6583003998,132.8930053711
7918,,Regensburg-Oberhub Airport,EDNR,Regensburg,Germany,49.1419448853,12.0819444656
7924,HGS,Hastings Airport,GFHA,Freetown,Sierra Leone,8.3971300125,-13.1290998459
7925,TOP,Philip Billard Municipal Airport,KTOP,Topeka,United States of America,39.0686988831,-95.6224975586
7928,,Benson Airstrip,2XS8,Uvalde,United States of America,29.2294006348,-99.8238983154
7930,MQY,Smyrna Airport,KMQY,Smyrna,United States of America,36.0089988708,-86.5201034546
7931,UOS,Franklin County Airport,KUOS,Sewanee,United States of America,35.2051010132,-85.8981018066
7932,NGQ,Ngari Gunsa Airport,ZUAL,Shiquanhe,China,32.1,80.0530555556
7933,CSO,Cochstedt Airport,EDBC,Cochstedt,Germany,51.8563995361,11.42029953
7935,,Collin County Regional At Mc Kinney Airport,KTKI,DALLAS,United States of America,33.17789841,-96.59049988
7936,PWK,Chicago Executive Airport,KPWK,Chicago-Wheeling,United States of America,42.114222,-87.901494
7938,KLS,Southwest Washington Regional Airport,KKLS,Kelso,United States of America,46.1180000305,-122.898002625
7939,,Benešov Airport,LKBE,Benesov,Czech Republic,49.7407989502,14.6447000504
7941,,Bougouni Airport,GABG,Bougouni,Mali,11.4499998093,-7.5170001984
7946,ZTA,Tureia Airport,NTGY,Tureia,French Polynesia,-20.7896995544,-138.5700073242
7947,,McMurdo Station Ice Runway,NZIR,Ross Island,Antarctica,-77.8539962769,166.4689941406
7948,,Keekorok Airport,HKKE,Keekorok,Kenya,-1.5829999447,35.25
7962,PUE,Puerto Obaldia Airport,MPOA,Puerto Obaldia,Panama,8.667,-77.418
7963,KHC,Kerch Airport,UKFK,Kerch,Ukraine,45.3725013733,36.4014015198
7976,UKA,Ukunda Airstrip,HKUK,Ukunda,Kenya,-4.29333,39.571098
7978,ILN,Wilmington Airpark,KILN,Wilmington,United States of America,39.427898407,-83.792098999
7979,AVW,Marana Regional Airport,KAVQ,Tucson,United States of America,32.4095993042,-111.218002319
7980,CGZ,Casa Grande Municipal Airport,KCGZ,Casa Grande,United States of America,32.954899,-111.766998
7981,,Mobile Airport,1AZ0,Mobile,United States of America,33.1119003296,-112.2689971924
7982,BXK,Buckeye Municipal Airport,KBXK,Buckeye,United States of America,33.42039871,-112.685997
7983,,Gila Bend Municipal Airport,KE63,Gila Bend,United States of America,32.95809937,-112.6780014
7984,MMI,McMinn County Airport,KMMI,Athens,United States of America,35.39730072,-84.56259918
7985,STK,Sterling Municipal Airport,KSTK,Sterling,United States of America,40.61529922,-103.2649994
7986,RWL,Rawlins Municipal Airport/Harvey Field,KRWL,Rawlins,United States of America,41.80559921,-107.1999969
7987,,Mackenzie Airport,CYZY,Mackenzie British Columbia,Canada,55.304402,-123.132004
7990,CDW,Essex County Airport,KCDW,Caldwell,United States of America,40.8751983643,-74.2814025879
7991,AIZ,Lee C Fine Memorial Airport,KAIZ,Kaiser Lake Ozark,United States of America,38.0960006714,-92.5494995117
7998,TVI,Thomasville Regional Airport,KTVI,Thomasville,United States of America,30.901599884,-83.8813018799
7999,HSH,Henderson Executive Airport,KHND,Henderson,United States of America,35.9728012085,-115.134002686
8000,GML,Gostomel Airport,UKKM,Kiev,Ukraine,50.6035003662,30.1919002533
8005,TMA,Henry Tift Myers Airport,KTMA,Tifton,United States of America,31.4290008545,-83.4885025024
8006,,Landshut Airport,EDML,Landshut,Germany,48.5116653442,12.0333328247
8007,,Itzehoe/Hungriger Wolf Airport,EDHF,Itzehoe,Germany,53.9944458008,9.5786113739
8029,RDO,Radom Airport,EPRA,RADOM,Poland,51.3891983032,21.213300705
8030,DVT,Phoenix Deer Valley Airport,KDVT,Phoenix,United States of America,33.6883010864,-112.083000183
8031,,Calgary / Springbank Airport,CYBW,Calgary,Canada,51.103099823,-114.374000549
8032,,Golden Airport,CYGE,Golden,Canada,51.299196,-116.982002
8033,YRV,Revelstoke Airport,CYRV,Revelstoke,Canada,50.9667015076,-118.182998657
8034,FRG,Republic Airport,KFRG,Farmingdale,United States of America,40.7288017273,-73.4133987427
8035,,Allstedt Airport,EDBT,Allstedt,Germany,51.3805541992,11.4466667175
8038,,General Freire Airport,SCIC,Curico,Chile,-34.9666671753,-71.2163925171
8039,,Peine-Eddesse Airport,EDVP,Peine,Germany,52.4025001526,10.2288894653
8042,,South Texas Regional Airport at Hondo,KHDO,Hondo,United States of America,29.359500885,-99.1766967773
8043,ZHY,Zhongwei Shapotou Airport,ZLZW,Zhongwei,China,37.573125,105.154454
8050,MCL,McKinley National Park Airport,PAIN,McKinley Park,United States of America,63.7326011658,-148.910995483
8051,,Lake Hood Airport,PALH,Anchorage,United States of America,61.186946,-149.965442
8052,PPC,Prospect Creek Airport,PAPR,Prospect Creek,United States of America,66.8141021729,-150.6439971924
8053,KHW,Khwai River Lodge Airport,FBKR,Khwai River,Botswana,-19.1499996185,23.783000946
8054,,Spremberg-Welzow Airport,EDCY,Welzow,Germany,51.5755577087,14.1369438171
8055,TXG,Taichung Airport,RCLG,Taichung,Taiwan,24.1863002777,120.6539993286
8062,HLG,Wheeling Ohio County Airport,KHLG,Wheeling,United States of America,40.1749992371,-80.6463012695
8063,,Fitzgerald Municipal Airport,KFZG,Fitzgerald,United States of America,31.6837005615,-83.2705001831
8069,XYE,Ye Airport,VYYE,Ye,Burma,15.3000001907,97.8669967651
8070,,Isla San Felix Airport,SCFX,Isla San Felix,Chile,-26.2938995361,-80.0961990356
8075,,Shaibah Airport,OESB,Shaybah,Saudi Arabia,22.5144996643,53.964099884
8076,DWC,Al Maktoum International Airport,OMDW,Dubai,United Arab Emirates,24.896356,55.161389
8077,RKP,Aransas County Airport,KRKP,Rockport,United States of America,28.0867996216,-97.0446014404
8079,MVV,Megève Airport,LFHM,Verdun,France,45.8208007813,6.6522197723
8080,MFX,Méribel Altiport,LFKX,Ajaccio,France,45.407003,6.577942
8082,AEB,Baise Youjiang Airport,ZGBS,Baise,China,23.7206001282,106.959999084
8083,OKF,Okaukuejo Airport,FYOO,Okaukuejo,Namibia,-19.1492004395,15.9118995667
8084,OKU,Mokuti Lodge Airport,FYMO,Mokuti Lodge,Namibia,-18.8127994537,17.0594005585
8085,,Rotenburg (Wümme) Airport,EDXQ,Rotenburg Wuemme,Germany,53.1283340454,9.348610878
8086,,Wipperfürth-Neye Airport,EDKN,Wipperfuerth,Germany,51.124168396,7.3736109734
8087,,Osnabrück-Atterheide Airport,EDWO,Osnabrueck,Germany,52.286388,7.969722
8088,,Flugplatz Ballenstedt,EDCB,Ballenstedt,Germany,51.745834,11.229722
8089,,Flugplatz Hartenholm,EDHM,Hasenmoor,Germany,53.915001,10.035556
8090,,Ganderkesee Atlas Airfield,EDWQ,Ganderkesee,Germany,53.03611,8.505556
8091,,Nienburg-Holzbalge Airport,EDXI,Nienburg Weser,Germany,52.7097206116,9.1625003815
8092,,Damme Airfield,EDWC,Damme,Germany,52.487499,8.185556
8093,,Borkenberge Airport,EDLB,Duelmen,Germany,51.7799987793,7.2880558968
8094,,Obermehler-Schlotheim Airport,EDCO,Obermehler,Germany,51.2677764893,10.634721756
8095,,Hodenhagen Airport,EDVH,Hodenhagen,Germany,52.761865,9.61056
8096,,Grube Airport,EDHB,Grube,Germany,54.2444458008,11.0247220993
8097,,Tønder Airport,EKTD,Toender,Denmark,54.9296989441,8.8405704498
8098,,Celle-Arloh Airport,EDVC,Celle,Germany,52.6872215271,10.1113891602
8099,,Uelzen Airport,EDVU,Uelzen,Germany,52.9838905334,10.4650001526
8100,,Hamm-Lippewiesen Airport,EDLH,Hamm,Germany,51.6897201538,7.8161110878
8101,,Lüsse Airport,EDOJ,Luesse,Germany,52.1411094666,12.6647224426
8102,,Porta Westfalica Airport,EDVY,Bad Oeynhausen,Germany,52.2208328247,8.859167099
8103,,Brilon/Hochsauerlandkreis Airfield,EDKO,Brilon,Germany,51.4025,8.641667
8104,,Hameln-Pyrmont Airport,EDVW,Bad Pyrmont,Germany,51.9666671753,9.2916669846
8105,,Nordholz-Spieka Airfield,EDXN,Cuxhaven,Germany,53.767223,8.643611
8106,KOQ,Köthen Airport,EDCK,Koethen,Germany,51.7211112976,11.9527778625
8107,,St. Michaelisdonn Airport,EDXM,Sankt Michaelisdonn,Germany,53.9780578613,9.1447219849
8108,,Salzgitter-Drütte Airport,EDVS,Salzgitter,Germany,52.1544456482,10.4266672134
8109,,Karlshöfen Airport,EDWK,Karlshoefen,Germany,53.3327789307,9.0283327103
8110,,Oldenburg-Hatten Airfield,EDWH,Oldenburg,Germany,53.06889,8.313611
8111,,Rinteln Airport,EDVR,Rinteln,Germany,52.17527771,9.0533332825
8112,,Münster-Telgte Airport,EDLT,Muenster,Germany,51.944442749,7.7738890648
8113,PSH,St. Peter-Ording Airport,EDXO,Sankt Peter-Ording,Germany,54.3088874817,8.6869440079
8114,,Lüchow-Rehbeck Airport,EDHC,Luechow,Germany,53.0161094666,11.1444444656
8115,,Klietz/Scharlibbe Airport,EDCL,Scharlibbe,Germany,52.7094421387,12.0733327866
8116,,Burg Airport,EDBG,Burg,Germany,52.2416687012,11.8561105728
8117,,Crisp County Cordele Airport,KCKF,Cordele,United States of America,31.98880005,-83.77390289
8118,,Ormond Beach Municipal Airport,KOMN,Ormond Beach,United States of America,29.3006000519,-81.1136016846
8119,,Bad Neuenahr-Ahrweiler Airfield,EDRA,Bad Neuenahr,Germany,50.557777,7.136389
8120,,Bad Dürkheim Airport,EDRF,Bad Duerkheim,Germany,49.4730567932,8.1963891983
8121,TTD,Portland Troutdale Airport,KTTD,Troutdale,United States of America,45.5494003296,-122.4010009766
8122,HIO,Portland Hillsboro Airport,KHIO,Hillsboro,United States of America,45.540401,-122.949997
8123,,One Police Plaza Heliport,NK39,New York,United States of America,40.712600708,-73.9996032715
8124,,Leverkusen Airport,EDKL,Leverkusen,Germany,51.0152778625,7.0055561066
8126,,Wershofen/Eifel Airfield,EDRV,Wershofen,Germany,50.451389,6.783333
8127,KHT,Khost Airport,OAKS,Khost,Afghanistan,33.3334007263,69.952003479
8130,NMT,Namtu Airport,VYNT,Naypyidaw,Burma,23.083,97.383003
8133,,Bend Municipal Airport,KBDN,Bend,United States of America,44.09479904,-121.2009964
8134,,Christmas Valley Airport,K62S,Christmas Valley,United States of America,43.2364997864,-120.6660003662
8135,BNO,Burns Municipal Airport,KBNO,Burns,United States of America,43.5918998718,-118.955001831
8136,PRZ,Prineville Airport,KS39,Prineville,United States of America,44.2869987488,-120.9039993286
8137,RBL,Red Bluff Municipal Airport,KRBL,Red Bluff,United States of America,40.1506996155,-122.251998901
8138,NOT,Marin County Airport - Gnoss Field,KDVO,Novato,United States of America,38.1436004639,-122.5559997559
8139,LKV,Lake County Airport,KLKV,Lakeview,United States of America,42.1610984802,-120.399002075
8140,OTK,Tillamook Airport,KTMK,Tillamook,United States of America,45.4182014465,-123.814002991
8141,ONO,Ontario Municipal Airport,KONO,Ontario,United States of America,44.0205001831,-117.013999939
8142,DLS,Columbia Gorge Regional the Dalles Municipal Airport,KDLS,The Dalles,United States of America,45.6184997559,-121.166999817
8143,GAI,Montgomery County Airpark,KGAI,Gaithersburg,United States of America,39.1683006287,-77.1660003662
8146,OAS,Sharana Airstrip,OASA,Sharona,Afghanistan,33.12575,68.838517
8147,YTA,Pembroke Airport,CYTA,Pembroke,Canada,45.8643989563,-77.251701355
8148,TSB,Tsumeb Airport,FYTM,Tsumeb,Namibia,-19.2618999481,17.7325000763
8149,YSD,Suffield Heliport,CYSD,Suffield,Canada,50.2667007446,-111.1829986572
8152,BNU,Blumenau Airport,SSBL,BLUMENAU,Brazil,-26.8306007385,-49.0903015137
8156,,Bolshoye Gryzlovo Airfield,UUDG,Stupino,Russia,54.785,37.645
8162,,Charlevoix Municipal Airport,KCVX,Charelvoix,United States of America,45.3047981262,-85.2748031616
8165,,Mykines Heliport,EKMS,Mykines,Faroe Islands,62.1021003723,-7.6459197998
8177,YCC,Cornwall Regional Airport,CYCC,Cornwall,Canada,45.0928001404,-74.5633010864
8178,,Seppe Airfield,EHSE,Bosschenhoofd,Netherlands,51.554699,4.5525
8179,,St Stephan Airport,LSTS,St.Stephan,Switzerland,46.4973983765,7.4125699997
8180,IZA,Zona da Mata Regional Airport,SDZY,Juiz de Fora,Brazil,-21.5130558014,-43.1730575562
8181,,IAR Gimbav Heliport,LRBG,Brasov,Romania,45.686443,25.529058
8182,,Flagler Executive Airport,KXFL,Flagler,United States of America,29.4674,-81.206299
8187,MVL,Morrisville Stowe State Airport,KMVL,Morrisville,United States of America,44.5345993042,-72.6139984131
8188,RBD,Dallas Executive Airport,KRBD,Dallas,United States of America,32.6809005737,-96.8682022095
8189,,Como (Idroscalo - Water Ad) Hidroport,LILY,Como,Italy,45.814701,9.06972
8192,BXY,Krainiy Airport,UAOL,Baikonur,Kazakhstan,45.621994,63.210773
8194,WST,Westerly State Airport,KWST,Washington County,United States of America,41.3496017456,-71.8033981323
8195,BID,Block Island State Airport,KBID,Block Island,United States of America,41.1680984497,-71.577796936
8199,NME,Nightmute Airport,PAGT,Nightmute,United States of America,60.4710006714,-164.7010040283
8200,OOK,Toksook Bay Airport,PAOO,Toksook Bay,United States of America,60.54140091,-165.0870056
8208,OBY,Ittoqqortoormiit Heliport,BGSC,Ittoqqortoormiit,Greenland,70.4882288244,-21.9716799259
8209,VIN,Vinnytsia/Gavyryshivka Airport,UKWW,Vinnitsa,Ukraine,49.242531,28.613778
8215,BGE,Decatur County Industrial Air Park,KBGE,Bainbridge,United States of America,30.9715004,-84.63739777
8216,ZGS,La Romaine Airport,CTT5,La Romaine,Canada,50.259701,-60.679401
8217,ZKG,Kegaska Airport,CTK6,Kegaska,Canada,50.1958007812,-61.2658004761
8218,YBI,Black Tickle Airport,CCE4,Black Tickle,Canada,53.4693984985,-55.7849998474
8219,,Silver Springs Airport,KSPZ,Silver Springs,United States of America,39.4029998779,-119.2509994507
8220,WHP,Whiteman Airport,KWHP,Los Angeles,United States of America,34.2593002319,-118.413002014
8221,MAE,Madera Municipal Airport,KMAE,Madera,United States of America,36.9886016846,-120.111999512
8223,YZZ,Trail Airport,CAD4,Trail,Canada,49.0555992126,-117.60900116
8224,,Victoria Airport,CAP5,Patricia Bay,Canada,48.6538920506,-123.450450897
8225,YAB,Old Arctic Bay Airport,CJX7,Arctic Bay,Canada,73.0058922479,-85.0325489044
8227,,Birchwood Airport,PABV,Belmopan,Belize,61.41650009,-149.5070038
8228,GSI,Grand-Santi Airport,SOGS,Grand-Santi,French Guiana,4.285833,-54.373056
8229,MPY,Maripasoula Airport,SOOA,Maripasoula,French Guiana,3.6575,-54.037201
8230,LDX,Saint-Laurent-du-Maroni Airport,SOOM,Saint-Laurent-du-Maroni,French Guiana,5.48306,-54.034401
8233,KJI,Kanas Airport,ZWKN,Burqin,China,48.2223,86.9959
8234,CPB,Capurganá Airport,SKCA,Capurgana,Colombia,8.63333,-77.35
8235,HMB,Sohag International Airport,HEMK,Sohag,Egypt,26.342778,31.742778
8236,RVY,Presidente General Don Oscar D. Gestido International Airport,SURV,Rivera,Uruguay,-30.9745998383,-55.4762001038
8237,POJ,Patos de Minas Airport,SNPD,Patos de Minas,Brazil,-18.6728000641,-46.4911994934
8238,JTC,Bauru - Arealva Airport,SJTC,Bauru,Brazil,-22.1668591409,-49.0502866745
8239,OIA,Ourilândia do Norte Airport,SDOW,Ourilandia do Norte,Brazil,-6.7631001473,-51.0499000549
8240,RDC,Redenção Airport,SNDC,Redencao,Brazil,-8.0332899094,-49.9799003601
8241,SXX,São Félix do Xingu Airport,SNFX,Sao Felix do Xingu,Brazil,-6.6413,-51.9523
8242,BYO,Bonito Airport,SJDB,Bointo,Brazil,-21.247299,-56.452499
8243,SXO,São Félix do Araguaia Airport,SWFX,Sao Felix do Araguaia,Brazil,-11.632399559,-50.6896018982
8244,CFC,Caçador Airport,SBCD,Cacador,Brazil,-26.78840065,-50.9398002625
8245,CAF,Carauari Airport,SWCA,Carauari,Brazil,-4.8715200424,-66.8974990845
8246,,Urucu Airport,SWUY,Porto Urucu,Brazil,-4.8842201233,-65.3554000854
8247,ERN,Eirunepé Airport,SWEI,Eirunepe,Brazil,-6.6395301819,-69.8797988892
8248,CCI,Concórdia Airport,SSCK,Concordia,Brazil,-27.1805992126,-52.0527000427
8249,FBE,Francisco Beltrão Airport,SSFB,Francisco Beltrao,Brazil,-26.0592002869,-53.0634994507
8250,CFO,Confresa Airport,SJHG,Confresa,Brazil,-10.6344003677,-51.5635986328
8252,AAF,Apalachicola Regional Airport,KAAF,Apalachicola,United States of America,29.72750092,-85.02749634
8253,UMU,Umuarama Airport,SSUM,Umuarama,Brazil,-23.7987003326,-53.3138008118
8254,DTI,Diamantina Airport,SNDT,Diamantina,Brazil,-18.232000351,-43.6503982544
8255,FBA,Fonte Boa Airport,SWOB,Fonte Boa,Brazil,-2.5326099396,-66.0831985474
8256,OLC,Senadora Eunice Micheles Airport,SDCG,Sao Paulo de Olivenca,Brazil,-3.4679295077,-68.9204120636
8257,HUW,Humaitá Airport,SWHT,Humaita,Brazil,-7.5321202278,-63.072101593
8258,IRZ,Tapuruquara Airport,SWTP,Santa Isabel do Rio Negro,Brazil,-0.3786,-64.9923
8259,ORX,Oriximiná Airport,SNOX,Oriximina,Brazil,-1.7140799761,-55.8362007141
8260,UNA,Hotel Transamérica Airport,SBTC,Una,Brazil,-15.3551998138,-38.9990005493
8265,TEF,Telfer Airport,YTEF,Telfer,Australia,-21.7150001526,122.2289962769
8266,GZP,Gazipaşa Airport,LTGP,Alanya,Turkey,36.299217,32.300598
8267,OAA,Shank Air Base,OASH,Shank,Afghanistan,33.9225,69.0772222222
8273,,Douglas Municipal Airport,KDQH,Douglas,United States of America,31.4766998291,-82.860496521
8274,FPR,St Lucie County International Airport,KFPR,Fort Pierce,United States of America,27.49510002,-80.36830139
8276,,Taunton Municipal King Field,KTAN,Taunton,United States of America,41.8744010925,-71.0166015625
8277,PYM,Plymouth Municipal Airport,KPYM,Plymouth,United States of America,41.909,-70.728798
8278,NCO,Quonset State Airport,KOQU,North Kingstown,United States of America,41.5970993042,-71.4121017456
8280,OWD,Norwood Memorial Airport,KOWD,Norwood,United States of America,42.1904983521,-71.1728973389
8281,BAF,Westfield-Barnes Regional Airport,KBAF,Westfield,United States of America,42.157799,-72.715599
8282,,Windham Airport,KIJD,Willimantic,United States of America,41.7439994812,-72.1802978516
8283,MGJ,Orange County Airport,KMGJ,Montgomery,United States of America,41.50999832,-74.26460266
8284,HAR,Capital City Airport,KCXY,Harrisburg,United States of America,40.2170982361,-76.8515014648
8285,,Marshfield Municipal George Harlow Field,KGHG,Marshfield,United States of America,42.0983009338,-70.672203064
8286,DXR,Danbury Municipal Airport,KDXR,Danbury,United States of America,41.3714981079,-73.4822006226
8287,ASH,Boire Field,KASH,Nashua,United States of America,42.7817001343,-71.5148010254
8288,LWM,Lawrence Municipal Airport,KLWM,Lawrence,United States of America,42.7172012329,-71.1233978271
8289,OXC,Waterbury Oxford Airport,KOXC,Oxford,United States of America,41.4785995483,-73.1352005005
8290,,Fitchburg Municipal Airport,KFIT,Fitchburg,United States of America,42.5541000366,-71.7590026855
8291,,Earl L. Small Jr. Field/Stockmar Airport,20GA,Villa Rica,United States of America,33.7565002441,-84.8846969604
8292,,Cartersville Airport,KVPC,Cartersville,United States of America,34.1231002808,-84.8487014771
8293,,Centre-Piedmont-Cherokee County Regional Airport,KPYP,Centre,United States of America,34.089977,-85.610069
8294,RMG,Richard B Russell Airport,KRMG,Rome,United States of America,34.3506011963,-85.1579971313
8295,GAD,Northeast Alabama Regional Airport,KGAD,Gadsden,United States of America,33.972599,-86.088996
8296,,Knoxville Downtown Island Airport,KDKX,Knoxville,United States of America,35.9639015198,-83.8739013672
8297,WDR,Barrow County Airport,KWDR,Winder,United States of America,33.98289871,-83.66739655
8298,,Plantation Airpark,KJYL,Sylvania,United States of America,32.6453018188,-81.5970993042
8299,DNN,Dalton Municipal Airport,KDNN,Dalton,United States of America,34.72290039,-84.87020111
8300,,West Georgia Regional O V Gray Field,KCTJ,Carrollton,United States of America,33.6310005188,-85.1520004272
8302,LGC,LaGrange Callaway Airport,KLGC,LaGrange,United States of America,33.0089,-85.072601
8303,,Baldwin County Regional Airport,KMLJ,Milledgeville,United States of America,33.154202,-83.240701
8305,PIM,Harris County Airport,KPIM,Pine Mountain,United States of America,32.8406982422,-84.8824005127
8306,,Peachtree City Falcon Field,KFFC,Atlanta,United States of America,33.3572998047,-84.5718002319
8308,GVL,Lee Gilmer Memorial Airport,KGVL,Gainesville,United States of America,34.27259827,-83.8302002
8312,PHD,Harry Clever Field,KPHD,New Philadelpha,United States of America,40.4709014893,-81.4197006226
8313,,Darlington County Airport,KUDG,Darlington,United States of America,34.449401,-79.890098
8314,HHH,Hilton Head Airport,KHXD,Hilton Head Island,United States of America,32.2243995667,-80.6975021362
8318,DNL,Daniel Field,KDNL,Augusta,United States of America,33.4664993286,-82.0393981934
8319,MRN,Foothills Regional Airport,KMRN,Morganton,United States of America,35.820202,-81.611397
8320,PVL,Pike County-Hatcher Field,KPBX,Pikeville,United States of America,37.5617981,-82.56639862
8321,,Mallards Landing Airport,GA04,Locust Grove,United States of America,33.3656997681,-84.1651992798
8322,TOC,Toccoa Airport - R.G. Letourneau Field,KTOC,Toccoa,United States of America,34.59379959,-83.29579926
8323,,Compton Abbas Aerodrome,EGHA,Shaftesbury,United Kingdom,50.9672012329,-2.1536099911
8328,PLV,Suprunovka Airport,UKHP,Poltava,Ukraine,49.5685997009,34.3972015381
8331,,Aweil Airport,HSAW,Aweil,Sudan,8.7670001984,27.3999996185
8332,WUU,Wau Airport,HSWW,Wau,Sudan,7.7258300781,27.9750003815
8333,HUE,Humera Airport,HAHU,Humera,Ethiopia,14.25,36.5830001831
8334,OYL,Moyale Airport,HKMY,Moyale,Kenya,3.46972,39.101398
8335,OZG,Zagora Airport,GMAZ,Zagora,Morocco,30.3202991486,-5.8666701317
8336,WYE,Yengema Airport,GFYE,Yengema,Sierra Leone,8.6104698181,-11.0453996658
8337,GBK,Gbangbatok Airport,GFGK,Gbangbatok,Sierra Leone,7.7670001984,-12.3830003738
8340,THX,Turukhansk Airport,UOTT,Turukhansk,Russia,65.797203064,87.9353027344
8341,TGP,Podkamennaya Tunguska Airport,UNIP,Bor,Russia,61.589699,89.994003
8342,AFW,Fort Worth Alliance Airport,KAFW,Fort Worth,United States of America,32.9875984192,-97.3188018799
8343,,East Troy Municipal Airport,K57C,East Troy,United States of America,42.7971992493,-88.3725967407
8344,,Kolpashevo Airport,UNLL,Kolpashevo,Russia,58.3252983093,82.9325027466
8347,,Ali Al Salem Air Base,OKAS,Kuwait,Kuwait,29.3467006683,47.5208015442
8348,RMK,Renmark Airport,YREN,Renmark,Australia,-34.1963996887,140.6739959717
8349,LGH,Leigh Creek Airport,YLEC,Leigh Creek,Australia,-30.5983009338,138.425994873
8350,,Warburton Airport,YWBR,Warburton Community,Australia,-26.1282997131,126.5830001831
8351,,Cunderdin Airport,YCUN,Cunderdin,Australia,-31.6222000122,117.2170028687
8352,RTS,Rottnest Island Airport,YRTI,Rottnest Island,Australia,-32.006699,115.540001
8353,FOS,Forrest Airport,YFRT,Forrest,Australia,-30.8381004333,128.1150054932
8354,,Ballarat Airport,YBLT,Ballarat,Australia,-37.5116996765,143.7910003662
8355,KEW,Keewaywin Airport,CPV8,Keewaywin,Canada,52.9911003113,-92.8364028931
8356,YSP,Marathon Airport,CYSP,Marathon,Canada,48.7552986145,-86.3443984985
8357,YHF,Hearst René Fontaine Municipal Airport,CYHF,Hearst,Canada,49.7141990662,-83.6860961914
8358,YHN,Hornepayne Municipal Airport,CYHN,Hornepayne,Canada,49.1930999756,-84.7589035034
8359,YKX,Kirkland Lake Airport,CYKX,Kirkland Lake,Canada,48.2103004456,-79.9813995361
8360,YMG,Manitouwadge Airport,CYMG,Manitouwadge,Canada,49.0839004517,-85.8606033325
8361,YXZ,Wawa Airport,CYXZ,Wawa,Canada,47.9667015076,-84.7866973877
8362,YEM,Manitoulin East Municipal Airport,CYEM,Manitowaning,Canada,45.8428001404,-81.8581008911
8363,,Slate Falls Airport,CKD9,Slate Falls,Canada,51.1300010681,-91.6656036377
8364,,Collingwood Airport,CNY3,Collingwood,Canada,44.4491996765,-80.1583023071
8365,,Brantford Municipal Airport,CYFD,Brantford,Canada,43.131401062,-80.3424987793
8366,LWC,Lawrence Municipal Airport,KLWC,Lawrence,United States of America,39.01119995,-95.21659851
8367,,Wellington Municipal Airport,KEGT,Wellington,United States of America,37.323600769,-97.3882980347
8379,PPM,Pompano Beach Airpark,KPMP,Pompano Beach,United States of America,26.2471008301,-80.1110992432
8380,XMC,Mallacoota Airport,YMCO,Mallacoota,Australia,-37.5983009338,149.7200012207
8381,ULH,Majeed Bin Abdulaziz Airport,OEAO,Al-Ula,Saudi Arabia,26.48,38.1288888889
8394,,Shelby County Airport,KEET,Alabaster,United States of America,33.17699814,-86.78279877
8395,YUE,Yuendumu Airport,YYND,Yuendumu,Australia,-22.2541999817,131.7819976807
8397,,Sky Ranch At Carefree Airport,18AZ,Carefree,United States of America,33.8180999756,-111.8980026245
8401,LOP,Lombok International Airport,WADL,Praya,Indonesia,-8.757322,116.276675
8403,,One Hundred Mile House Airport,CAV3,One Hundred Mile House,Canada,51.6425018311,-121.3069992065
8404,ZMH,South Cariboo Region / 108 Mile Airport,CZML,108 Mile Ranch,Canada,51.7360992432,-121.333000183
8405,,Glasgow City Heliport,EGEG,Glasgow,United Kingdom,55.8613891602,-4.2969441414
8406,,Yarram Airport,YYRM,Yarram,Australia,-38.5666999817,146.7550048828
8407,HDG,Handan Airport,ZBHD,Handan,China,36.5258333333,114.425555556
8409,,Indianapolis Metropolitan Airport,KUMP,Indianapolis,United States of America,39.93519974,-86.04499817
8410,LOZ,London-Corbin Airport/Magee Field,KLOZ,London,United States of America,37.0821990967,-84.0848999023
8412,FBG,Simmons Army Air Field,KFBG,Fredericksburg,United States of America,35.13180161,-78.93669891
8414,WMI,Modlin Airport,EPMO,Warsaw,Poland,52.451099,20.6518
8417,JXA,Jixi Xingkaihu Airport,ZYJX,Jixi,China,45.293,131.193
8419,JDG,Jeongseok Airport,RKPD,Seogwipo,South Korea,33.3996009827,126.711997986
8423,YGM,Gimli Industrial Park Airport,CYGM,Gimli,Canada,50.6281013489,-97.043296814
