flight_id,flight_number,flight_duration,departure_time,departure_date,airline_id,airport_src,airport_dst,aircraft_id
5784,IG2030,94 minutes,20:30:00,2017-11-14T00:00:00,3463,1520,350,14
5785,U61915,58 minutes,19:15:00,2012-01-23T00:00:00,5234,4029,4274,14
5786,2N1330,40 minutes,13:30:00,2018-10-13T00:00:00,3652,709,688,230
5787,FR1315,182 minutes,13:15:00,2017-11-18T00:00:00,4296,548,1460,74
5788,TU1230,151 minutes,12:30:00,2013-12-04T00:00:00,4870,345,287,72
5789,QR2015,309 minutes,20:15:00,2012-10-14T00:00:00,4091,11051,3043,14
5790,WF1400,34 minutes,14:00:00,2018-07-02T00:00:00,5439,637,4328,149
5791,US1945,139 minutes,19:45:00,2010-11-15T00:00:00,5265,3576,4014,181
5792,JJ0600,56 minutes,06:00:00,2016-05-17T00:00:00,4867,2545,2564,14
5793,GF2145,155 minutes,21:45:00,2013-08-17T00:00:00,2638,2057,2177,14
5794,KL1915,63 minutes,19:15:00,2016-04-08T00:00:00,3090,469,580,63
5795,WF1030,36 minutes,10:30:00,2018-11-09T00:00:00,5439,631,641,148
5796,AB1245,585 minutes,12:45:00,2016-10-10T00:00:00,214,1761,345,19
5797,SK0615,55 minutes,06:15:00,2018-05-23T00:00:00,4319,645,644,73
5798,BA1900,77 minutes,19:00:00,2019-01-08T00:00:00,1355,3959,421,169
5799,UA2015,137 minutes,20:15:00,2018-10-13T00:00:00,5209,3830,3862,121
5800,H21345,52 minutes,13:45:00,2012-08-19T00:00:00,4737,2762,2641,14
5801,ZL1615,62 minutes,16:15:00,2019-01-06T00:00:00,4178,6307,3361,230
5802,AY0600,91 minutes,06:00:00,2017-07-26T00:00:00,2350,438,421,12
5803,AT0630,70 minutes,06:30:00,2018-09-03T00:00:00,4248,1074,1070,73
5804,KL0800,541 minutes,08:00:00,2012-08-14T00:00:00,3090,580,951,18
5805,OS1430,88 minutes,14:30:00,2010-03-19T00:00:00,491,1613,1737,14
5806,VY1730,170 minutes,17:30:00,2018-12-19T00:00:00,2439,580,1230,14
5807,WN2115,95 minutes,21:15:00,2018-01-30T00:00:00,4547,4112,3448,58
5808,U22130,159 minutes,21:30:00,2017-07-01T00:00:00,2297,1665,3941,12
5809,JJ1130,101 minutes,11:30:00,2014-12-21T00:00:00,4867,2537,2621,14
5810,W31530,64 minutes,15:30:00,2016-04-27T00:00:00,20976,260,263,73
5811,LA1230,225 minutes,12:30:00,2010-11-28T00:00:00,3200,2650,2564,91
5812,S71430,286 minutes,14:30:00,2011-09-29T00:00:00,4329,4029,1229,12
5813,UA2030,300 minutes,20:30:00,2018-04-15T00:00:00,5209,3469,193,14
5814,AV0745,86 minutes,07:45:00,2011-12-31T00:00:00,515,2709,2738,181
5815,UX0700,50 minutes,07:00:00,2018-01-26T00:00:00,90,1246,3998,169
5816,SU1930,255 minutes,19:30:00,2015-10-10T00:00:00,130,2985,1218,16
5817,8R2000,57 minutes,20:00:00,2016-04-29T00:00:00,5188,2496,2497,230
5818,EP0600,154 minutes,06:00:00,2017-02-18T00:00:00,2923,2188,2162,185
5819,MS1315,280 minutes,13:15:00,2016-12-21T00:00:00,2143,1128,1229,74
5820,O61745,120 minutes,17:45:00,2015-04-09T00:00:00,3764,2560,2621,14
5821,FL0615,135 minutes,06:15:00,2018-12-30T00:00:00,1316,1840,3867,73
5822,TT2230,202 minutes,22:30:00,2018-12-07T00:00:00,4937,3322,3339,14
5823,TF1930,63 minutes,19:30:00,2015-06-04T00:00:00,3386,5597,738,6
5824,BH0830,86 minutes,08:30:00,2018-09-28T00:00:00,2692,108,156,148
5825,AT2215,248 minutes,22:15:00,2018-01-17T00:00:00,4248,609,1074,74
5826,MO2200,41 minutes,22:00:00,2016-09-19T00:00:00,502,5534,50,3
5827,SG1630,132 minutes,16:30:00,2016-07-06T00:00:00,4375,3144,2994,63
5828,VW1745,63 minutes,17:45:00,2011-11-17T00:00:00,1290,1824,1837,5
5829,OS1545,65 minutes,15:45:00,2018-11-28T00:00:00,491,348,1613,151
5830,MU1115,350 minutes,11:15:00,2018-10-06T00:00:00,1758,3093,3406,19
5831,SK1715,49 minutes,17:15:00,2016-07-13T00:00:00,4319,665,630,72
5832,AV1045,41 minutes,10:45:00,2018-07-15T00:00:00,515,2709,2733,6
5833,FR1145,168 minutes,11:45:00,2018-04-28T00:00:00,4296,355,5673,74
5834,TF0915,58 minutes,09:15:00,2017-01-22T00:00:00,3386,691,746,6
5835,W61300,99 minutes,13:00:00,2018-08-05T00:00:00,5461,668,585,14
5836,AD1000,131 minutes,10:00:00,2018-09-29T00:00:00,13983,2537,2548,170
5837,AY1015,40 minutes,10:15:00,2010-10-26T00:00:00,2350,438,428,14
5838,UA1415,214 minutes,14:15:00,2018-07-05T00:00:00,5209,3484,3858,121
5839,SK1345,77 minutes,13:45:00,2018-06-08T00:00:00,4319,609,580,14
5840,YC1700,78 minutes,17:00:00,2018-08-26T00:00:00,9828,2975,6139,120
5841,S70930,183 minutes,09:30:00,2015-03-17T00:00:00,4329,1203,4029,14
5842,UA1200,52 minutes,12:00:00,2017-10-25T00:00:00,5209,3820,3486,150
5843,UA1315,88 minutes,13:15:00,2014-08-29T00:00:00,5209,3714,146,165
5844,TK1045,232 minutes,10:45:00,2014-02-13T00:00:00,4951,4331,1701,12
5845,OS0815,87 minutes,08:15:00,2012-04-05T00:00:00,491,1613,629,151
5846,NH2030,251 minutes,20:30:00,2018-11-09T00:00:00,324,3077,2279,91
5847,ZB1115,112 minutes,11:15:00,2018-11-23T00:00:00,220,502,1218,16
5848,AM0830,870 minutes,08:30:00,2018-12-28T00:00:00,321,2279,1824,100
5849,UA1815,81 minutes,18:15:00,2019-01-09T00:00:00,5209,1587,302,151
5850,UX0630,782 minutes,06:30:00,2018-07-14T00:00:00,90,3988,1229,19
5851,WF1530,51 minutes,15:30:00,2018-01-20T00:00:00,5439,638,636,150
5852,SK0845,38 minutes,08:45:00,2018-11-19T00:00:00,4319,719,730,112
5853,FR0800,171 minutes,08:00:00,2018-11-29T00:00:00,4296,1626,582,74
5854,CZ1930,270 minutes,19:30:00,2018-12-31T00:00:00,1767,4330,3399,73
5855,NH1445,135 minutes,14:45:00,2018-12-29T00:00:00,324,2287,2305,89
5856,Y41400,229 minutes,14:00:00,2018-08-22T00:00:00,5325,1847,1829,12
5857,TU0930,262 minutes,09:30:00,2019-01-26T00:00:00,4870,2074,287,14
5858,3G1945,142 minutes,19:45:00,2019-01-04T00:00:00,595,1063,273,12
5859,AZ0900,76 minutes,09:00:00,2016-10-18T00:00:00,596,347,1382,165
5860,SN1700,99 minutes,17:00:00,2016-01-30T00:00:00,1531,302,1563,46
5861,UG1445,60 minutes,14:45:00,2018-12-27T00:00:00,5085,1157,286,122
5862,ZI1845,85 minutes,18:45:00,2017-12-16T00:00:00,21,209,1353,14
5863,OA1800,48 minutes,18:00:00,2018-12-03T00:00:00,3776,1465,3941,151
5864,FR1730,204 minutes,17:30:00,2018-11-07T00:00:00,4296,1075,492,74
5865,AI1515,100 minutes,15:15:00,2017-11-25T00:00:00,218,3020,3093,12
5866,A31930,51 minutes,19:30:00,2018-12-18T00:00:00,96,1472,1452,14
5867,FR0600,165 minutes,06:00:00,2019-01-10T00:00:00,4296,304,1486,74
5868,LH1145,40 minutes,11:45:00,2013-05-08T00:00:00,3320,346,347,122
5869,BA1845,137 minutes,18:45:00,2018-07-08T00:00:00,1355,507,1555,16
5870,LN0945,95 minutes,09:45:00,2014-09-21T00:00:00,3258,287,5696,122
5871,B60830,337 minutes,08:30:00,2018-09-16T00:00:00,3029,3748,3797,14
5872,OS1200,49 minutes,12:00:00,2018-09-20T00:00:00,491,1613,1612,151
5873,U22200,80 minutes,22:00:00,2017-07-19T00:00:00,2297,580,1665,12
5874,JJ1530,60 minutes,15:30:00,2018-10-09T00:00:00,4867,2597,2559,16
5875,U21745,98 minutes,17:45:00,2016-03-12T00:00:00,2297,1264,580,12
5876,AH0930,249 minutes,09:30:00,2017-04-12T00:00:00,794,210,2177,72
5877,IG1545,244 minutes,15:45:00,2018-12-23T00:00:00,3463,1550,1051,14
5878,NH2115,135 minutes,21:15:00,2019-01-08T00:00:00,324,2305,2287,94
5879,UN1800,745 minutes,18:00:00,2018-08-17T00:00:00,5067,4029,1923,91
5880,OV1800,91 minutes,18:00:00,2017-08-18T00:00:00,2218,711,580,165
5881,FR1800,270 minutes,18:00:00,2018-04-12T00:00:00,4296,344,1056,74
5882,VY0945,136 minutes,09:45:00,2017-10-03T00:00:00,2439,3998,580,14
5883,W61130,91 minutes,11:30:00,2018-10-09T00:00:00,5461,1489,1486,14
5884,LH2145,166 minutes,21:45:00,2014-01-12T00:00:00,3320,351,3941,14
5885,TU1115,103 minutes,11:15:00,2018-08-17T00:00:00,4870,287,1551,12
5886,LX1815,193 minutes,18:15:00,2017-10-10T00:00:00,4559,1665,2948,12
5887,PS1800,148 minutes,18:00:00,2018-12-29T00:00:00,5282,340,2939,74
5888,U22200,139 minutes,22:00:00,2019-01-08T00:00:00,2297,1489,502,12
5889,JJ2200,160 minutes,22:00:00,2018-08-21T00:00:00,4867,2440,2564,14
5890,LA1045,154 minutes,10:45:00,2018-09-17T00:00:00,3200,2641,2650,14
5891,S71100,327 minutes,11:00:00,2017-08-02T00:00:00,4329,2188,4078,14
5892,V70745,94 minutes,07:45:00,2017-08-03T00:00:00,20577,1551,1514,58
5893,ME1200,119 minutes,12:00:00,2012-03-17T00:00:00,3490,2234,2177,14
5894,LA2215,54 minutes,22:15:00,2014-04-17T00:00:00,3200,2651,2649,12
5895,WF1645,61 minutes,16:45:00,2018-12-29T00:00:00,5439,663,649,149
5896,LA1800,54 minutes,18:00:00,2018-01-01T00:00:00,3200,2649,2651,14
5897,QU1645,112 minutes,16:45:00,2018-11-17T00:00:00,2104,2945,2988,71
5898,BE2115,129 minutes,21:15:00,2019-01-27T00:00:00,2421,552,3998,170
5899,TL1530,78 minutes,15:30:00,2018-11-30T00:00:00,338,3999,6316,174
5900,KL1345,764 minutes,13:45:00,2018-12-25T00:00:00,3090,2673,580,93
5901,OA1300,156 minutes,13:00:00,2017-10-04T00:00:00,3776,1353,3941,14
5902,OZ1000,578 minutes,10:00:00,2018-06-13T00:00:00,28,3930,3728,20
5903,Y40900,140 minutes,09:00:00,2017-05-10T00:00:00,5325,1826,1847,14
5904,MU1545,110 minutes,15:45:00,2018-01-05T00:00:00,1758,3391,3369,16
5905,XQ2115,187 minutes,21:15:00,2011-11-24T00:00:00,4573,1706,373,74
5906,SN1200,115 minutes,12:00:00,2018-12-12T00:00:00,1531,302,1489,46
5907,MS0800,112 minutes,08:00:00,2018-05-09T00:00:00,2143,1128,3941,74
5908,OA0845,52 minutes,08:45:00,2014-05-27T00:00:00,3776,1455,3941,151
5909,IR1130,106 minutes,11:30:00,2018-03-05T00:00:00,2922,6747,2167,185
5910,U20615,69 minutes,06:15:00,2017-10-07T00:00:00,2297,580,490,14
5911,U61000,163 minutes,10:00:00,2018-09-11T00:00:00,5234,3964,4274,14
5912,PS1400,138 minutes,14:00:00,2018-01-17T00:00:00,5282,1613,6105,187
5913,AT0800,317 minutes,08:00:00,2018-12-26T00:00:00,4248,1074,4161,74
5914,PC0715,96 minutes,07:15:00,2018-05-27T00:00:00,3926,4317,1721,74
5915,MU0645,141 minutes,06:45:00,2017-08-27T00:00:00,1758,3382,3043,63
5916,IR2115,81 minutes,21:15:00,2012-08-13T00:00:00,2922,2131,2157,185
5917,KL1845,643 minutes,18:45:00,2018-04-27T00:00:00,3090,580,1005,18
5918,IR0730,312 minutes,07:30:00,2019-01-04T00:00:00,2922,687,4330,8
5919,FR0945,151 minutes,09:45:00,2010-07-09T00:00:00,4296,599,1562,74
5920,WN1845,95 minutes,18:45:00,2018-01-24T00:00:00,4547,3448,4112,58
5921,U20630,71 minutes,06:30:00,2018-03-09T00:00:00,2297,580,1423,14
5922,FR1615,226 minutes,16:15:00,2018-09-25T00:00:00,4296,1606,657,74
5923,AZ2100,76 minutes,21:00:00,2018-09-03T00:00:00,596,1613,1529,166
5924,US1615,116 minutes,16:15:00,2014-06-04T00:00:00,5265,3462,1840,16
5925,4U1500,114 minutes,15:00:00,2012-03-13T00:00:00,2548,1218,344,14
5926,ZL2145,65 minutes,21:45:00,2010-04-01T00:00:00,4178,6271,3361,230
5927,CA1430,642 minutes,14:30:00,2018-06-29T00:00:00,751,1665,3364,18
5928,KL2115,270 minutes,21:15:00,2018-12-07T00:00:00,3090,3973,580,63
5929,TK1100,47 minutes,11:00:00,2015-04-08T00:00:00,4951,1701,9045,12
5930,FR1745,176 minutes,17:45:00,2018-08-17T00:00:00,4296,1553,537,74
5931,FR1445,164 minutes,14:45:00,2018-10-02T00:00:00,4296,3986,1474,74
5932,TK1430,103 minutes,14:30:00,2018-01-21T00:00:00,4951,2177,1701,16
5933,7F1600,60 minutes,16:00:00,2017-07-01T00:00:00,2354,40,75,3
5934,UA1645,316 minutes,16:45:00,2018-05-22T00:00:00,5209,3494,1840,75
5935,SU1630,488 minutes,16:30:00,2012-03-22T00:00:00,130,2927,2985,19
5936,BE0615,56 minutes,06:15:00,2018-03-17T00:00:00,2421,529,534,230
5937,S71145,186 minutes,11:45:00,2017-10-17T00:00:00,4329,421,2975,12
5938,AB1715,626 minutes,17:15:00,2019-01-13T00:00:00,214,3576,351,19
5939,TU0700,184 minutes,07:00:00,2017-07-06T00:00:00,4870,337,293,12
5940,UN1345,244 minutes,13:45:00,2015-01-19T00:00:00,5067,2988,4352,74
5941,YC2115,156 minutes,21:15:00,2018-09-04T00:00:00,9828,2992,4364,120
5942,7J1230,220 minutes,12:30:00,2014-04-23T00:00:00,9531,2979,2974,71
5943,U21845,270 minutes,18:45:00,2011-11-08T00:00:00,2297,1665,1130,14
5944,4U1515,112 minutes,15:15:00,2016-03-13T00:00:00,2548,1206,373,12
5945,UR0745,96 minutes,07:45:00,2017-11-19T00:00:00,15814,4078,2974,6
5946,MU1200,49 minutes,12:00:00,2018-09-25T00:00:00,1758,4033,7862,69
5947,FR1600,93 minutes,16:00:00,2018-05-14T00:00:00,4296,1367,603,74
5948,FR1400,85 minutes,14:00:00,2019-01-28T00:00:00,4296,8414,699,74
5949,LA1945,310 minutes,19:45:00,2017-03-18T00:00:00,3200,2650,2657,91
5950,AM1315,58 minutes,13:15:00,2018-12-25T00:00:00,321,1853,1854,6
5951,FR1915,120 minutes,19:15:00,2019-01-06T00:00:00,4296,517,1359,74
5952,2N1445,61 minutes,14:45:00,2016-09-21T00:00:00,3652,722,737,5
5953,TK1000,474 minutes,10:00:00,2017-12-28T00:00:00,4951,1701,3076,19
5954,FR1930,207 minutes,19:30:00,2014-08-26T00:00:00,4296,645,1212,74
5955,FR0630,118 minutes,06:30:00,2018-12-22T00:00:00,4296,548,1562,74
5956,Y70915,76 minutes,09:15:00,2012-01-20T00:00:00,13088,2934,2927,69
5957,KL0630,719 minutes,06:30:00,2018-12-28T00:00:00,3090,3992,580,93
5958,NT1730,77 minutes,17:30:00,2018-12-20T00:00:00,1539,1054,1064,6
5959,KQ2200,316 minutes,22:00:00,2018-12-09T00:00:00,3126,4059,273,74
5960,9C1945,91 minutes,19:45:00,2017-01-24T00:00:00,15999,5996,3406,14
5961,SK1330,114 minutes,13:30:00,2012-11-13T00:00:00,4319,340,644,73
5962,AS1545,176 minutes,15:45:00,2018-12-27T00:00:00,439,1840,3748,70
5963,Y41730,138 minutes,17:30:00,2018-05-29T00:00:00,5325,1852,1842,14
5964,AD0645,85 minutes,06:45:00,2017-07-15T00:00:00,13983,2562,2578,169
5965,UN0745,494 minutes,07:45:00,2013-06-29T00:00:00,5067,4029,6098,94
5966,ZL1530,75 minutes,15:30:00,2012-11-04T00:00:00,4178,4291,3361,230
5967,HG1715,289 minutes,17:15:00,2018-12-18T00:00:00,3661,1056,1609,14
5968,Y41815,113 minutes,18:15:00,2018-12-25T00:00:00,5325,1804,3621,12
5969,SG0700,68 minutes,07:00:00,2018-09-06T00:00:00,4375,3017,2994,63
5970,GS1000,94 minutes,10:00:00,2017-01-10T00:00:00,690,6344,4144,169
5971,OS2145,444 minutes,21:45:00,2019-01-12T00:00:00,491,3093,1613,89
5972,BH1515,86 minutes,15:15:00,2018-09-15T00:00:00,2692,156,108,148
5973,AT1300,308 minutes,13:00:00,2019-01-23T00:00:00,4248,897,1074,74
5974,W31130,71 minutes,11:30:00,2019-01-04T00:00:00,20976,273,9826,122
5975,KQ2045,316 minutes,20:45:00,2018-10-27T00:00:00,3126,273,4059,74
5976,W32015,53 minutes,20:15:00,2018-03-09T00:00:00,20976,267,260,122
5977,AR0815,85 minutes,08:15:00,2018-12-10T00:00:00,412,2467,2442,169
5978,H21615,52 minutes,16:15:00,2019-01-13T00:00:00,4737,4312,2662,12
5979,SK1930,151 minutes,19:30:00,2014-11-22T00:00:00,4319,737,599,58
5980,US1200,492 minutes,12:00:00,2018-10-24T00:00:00,5265,340,3797,33
5981,AR1300,93 minutes,13:00:00,2016-06-06T00:00:00,412,2599,2442,63
5982,KE1830,698 minutes,18:30:00,2018-01-19T00:00:00,3163,1847,2279,100
5983,AT1600,40 minutes,16:00:00,2018-02-18T00:00:00,4248,1078,1079,6
5984,UA0715,218 minutes,07:15:00,2018-12-31T00:00:00,5209,2246,3992,73
5985,OR0730,619 minutes,07:30:00,2018-03-23T00:00:00,1299,1780,580,91
5986,AT1115,462 minutes,11:15:00,2018-10-11T00:00:00,4248,1074,3797,91
5987,W30815,59 minutes,08:15:00,2018-12-01T00:00:00,20976,260,6730,151
5988,SK1930,190 minutes,19:30:00,2018-12-22T00:00:00,4319,737,1486,72
5989,HG1200,144 minutes,12:00:00,2017-04-20T00:00:00,3661,1452,1609,14
5990,ME1045,302 minutes,10:45:00,2013-05-28T00:00:00,3490,270,2177,19
5991,ST1315,195 minutes,13:15:00,2018-11-26T00:00:00,2547,1688,339,73
5992,W31500,367 minutes,15:00:00,2018-10-13T00:00:00,20976,273,813,19
5993,U21215,192 minutes,12:15:00,2018-12-27T00:00:00,2297,1455,502,12
5994,LA1915,80 minutes,19:15:00,2018-02-11T00:00:00,3200,4312,2650,12
5995,AY0645,69 minutes,06:45:00,2018-05-24T00:00:00,2350,351,1612,12
5996,NH1845,754 minutes,18:45:00,2014-01-29T00:00:00,324,1382,2279,93
5997,WF2030,46 minutes,20:30:00,2018-07-29T00:00:00,5439,647,643,150
5998,FR0715,78 minutes,07:15:00,2012-12-03T00:00:00,4296,548,4166,74
5999,Y41500,124 minutes,15:00:00,2015-05-23T00:00:00,5325,1840,1847,14
6000,SK0800,147 minutes,08:00:00,2018-04-24T00:00:00,4319,346,421,14
6001,FR0800,103 minutes,08:00:00,2011-12-16T00:00:00,4296,1505,355,74
6002,MH1930,143 minutes,19:30:00,2013-03-12T00:00:00,3378,580,421,14
6003,ME0715,390 minutes,07:15:00,2016-03-20T00:00:00,3490,248,2177,19
6004,ME1000,267 minutes,10:00:00,2018-01-04T00:00:00,3490,2177,1382,19
6005,Y40900,234 minutes,09:00:00,2017-12-30T00:00:00,5325,3747,1821,12
6006,SU2145,160 minutes,21:45:00,2018-12-30T00:00:00,130,2964,2975,12
6007,EP1630,90 minutes,16:30:00,2017-09-30T00:00:00,2923,2167,2157,185
6008,US0830,160 minutes,08:30:00,2019-01-08T00:00:00,5265,3486,3576,181
6009,FR0700,281 minutes,07:00:00,2018-12-21T00:00:00,4296,458,1230,74
6010,ME0830,364 minutes,08:30:00,2015-02-23T00:00:00,3490,2177,273,19
6011,AR0615,206 minutes,06:15:00,2018-02-26T00:00:00,412,3988,2531,63
6012,LA0845,43 minutes,08:45:00,2017-07-09T00:00:00,3200,2739,2709,14
6013,ZL1400,40 minutes,14:00:00,2018-06-12T00:00:00,4178,3361,4320,230
6014,MH1730,433 minutes,17:30:00,2018-03-17T00:00:00,3378,3304,2279,94
6015,MS0600,77 minutes,06:00:00,2018-06-28T00:00:00,2143,2177,3410,165
6016,QC1430,87 minutes,14:30:00,2015-09-12T00:00:00,16415,897,273,63
6017,LA0730,78 minutes,07:30:00,2012-09-12T00:00:00,3200,2714,2709,14
6018,FR0615,176 minutes,06:15:00,2018-12-17T00:00:00,4296,458,1525,74
6019,AF0700,675 minutes,07:00:00,2017-06-16T00:00:00,137,1382,2709,26
6020,FR0615,262 minutes,06:15:00,2017-11-28T00:00:00,4296,1055,535,74
6021,RJ1015,78 minutes,10:15:00,2018-10-20T00:00:00,4259,1524,1613,169
6022,VW1215,72 minutes,12:15:00,2018-12-19T00:00:00,1290,1830,1853,5
6023,SK1000,59 minutes,10:00:00,2018-09-23T00:00:00,4319,737,687,58
6024,WF1000,48 minutes,10:00:00,2018-10-17T00:00:00,5439,4328,632,149
6025,MH0600,243 minutes,06:00:00,2016-04-02T00:00:00,3378,3269,3406,74
6026,SV1715,136 minutes,17:15:00,2017-01-17T00:00:00,4533,4331,2064,14
6027,VY0945,134 minutes,09:45:00,2018-08-09T00:00:00,2439,1075,1218,14
6028,SG1315,142 minutes,13:15:00,2018-11-05T00:00:00,4375,3007,3093,63
6029,SK1500,54 minutes,15:00:00,2018-11-06T00:00:00,4319,644,636,74
6030,F71045,52 minutes,10:45:00,2018-11-03T00:00:00,2420,1512,1510,6
6031,AY2015,68 minutes,20:15:00,2018-12-30T00:00:00,2350,421,446,14
6032,SU1545,144 minutes,15:45:00,2017-11-05T00:00:00,130,609,2985,14
6033,4U1715,68 minutes,17:15:00,2018-06-22T00:00:00,2548,5557,373,12
6034,QR1600,309 minutes,16:00:00,2012-09-13T00:00:00,4091,3043,11051,14
6035,U20800,71 minutes,08:00:00,2017-08-02T00:00:00,2297,1524,1517,12
6036,UA0845,147 minutes,08:45:00,2013-06-18T00:00:00,5209,1613,2948,185
6037,FR1045,149 minutes,10:45:00,2018-06-14T00:00:00,4296,1227,585,74
6038,A31930,51 minutes,19:30:00,2017-03-13T00:00:00,96,1472,1452,14
6039,PC1600,200 minutes,16:00:00,2018-12-25T00:00:00,3926,1665,1688,74
6040,AV1315,82 minutes,13:15:00,2018-11-05T00:00:00,515,2709,6054,181
6041,FR2130,172 minutes,21:30:00,2018-12-29T00:00:00,4296,1075,1376,74
6042,BA1300,386 minutes,13:00:00,2018-02-11T00:00:00,1355,260,507,93
6043,WN1130,309 minutes,11:30:00,2018-04-01T00:00:00,4547,3849,3484,74
6044,NH1615,461 minutes,16:15:00,2018-11-24T00:00:00,324,2359,3275,102
6045,EY1445,353 minutes,14:45:00,2017-07-28T00:00:00,2222,2179,1555,18
6046,G91045,125 minutes,10:45:00,2018-04-25T00:00:00,329,2191,4331,14
6047,AR0845,120 minutes,08:45:00,2018-06-11T00:00:00,412,2442,2555,63
6048,ZB1415,287 minutes,14:15:00,2011-01-19T00:00:00,220,517,1197,14
6049,LA1430,126 minutes,14:30:00,2018-04-17T00:00:00,3200,2647,2665,14
6050,AZ1145,78 minutes,11:45:00,2018-07-13T00:00:00,596,1529,1382,14
6051,ZI1000,208 minutes,10:00:00,2013-10-09T00:00:00,21,4091,1386,14
6052,FR0815,102 minutes,08:15:00,2016-10-17T00:00:00,4296,355,535,74
6053,AZ2030,104 minutes,20:30:00,2018-10-06T00:00:00,596,1508,1526,14
6054,AT1115,203 minutes,11:15:00,2018-10-21T00:00:00,4248,346,1074,73
6055,CA1830,642 minutes,18:30:00,2018-07-11T00:00:00,751,3364,1665,18
6056,FR1045,237 minutes,10:45:00,2019-01-06T00:00:00,4296,1222,726,74
6057,OV2015,91 minutes,20:15:00,2017-05-14T00:00:00,2218,580,711,165
6058,4U1230,57 minutes,12:30:00,2016-03-02T00:00:00,2548,350,348,12
6059,6W0915,195 minutes,09:15:00,2018-12-18T00:00:00,4805,1587,4363,169
6060,O61445,115 minutes,14:45:00,2018-12-29T00:00:00,3764,2607,2548,185
6061,W31300,60 minutes,13:00:00,2015-09-03T00:00:00,20976,266,260,151
6062,V00900,106 minutes,09:00:00,2018-09-10T00:00:00,1886,2709,2851,169
6063,AV2100,57 minutes,21:00:00,2018-08-23T00:00:00,515,2709,2741,6
6064,HG1345,119 minutes,13:45:00,2019-01-09T00:00:00,3661,1488,1613,14
6065,UA1745,308 minutes,17:45:00,2010-09-02T00:00:00,5209,3720,3714,14
6066,IR1530,115 minutes,15:30:00,2013-09-23T00:00:00,2922,4331,2114,213
6067,AT1630,59 minutes,16:30:00,2018-12-16T00:00:00,4248,1074,1078,6
6068,PC2000,203 minutes,20:00:00,2018-07-17T00:00:00,3926,1682,344,74
6069,BR1230,760 minutes,12:30:00,2014-06-20T00:00:00,2091,1382,2276,97
6070,SN0815,198 minutes,08:15:00,2018-09-03T00:00:00,1531,4029,302,12
6071,LH1015,126 minutes,10:15:00,2018-12-03T00:00:00,3320,1561,345,122
6072,Y81100,51 minutes,11:00:00,2018-07-13T00:00:00,16725,2564,2613,174
6073,3U0900,117 minutes,09:00:00,2011-07-17T00:00:00,4608,6434,4144,12
6074,SU2030,214 minutes,20:30:00,2018-12-29T00:00:00,130,1452,2985,16
6075,SK2115,100 minutes,21:15:00,2017-09-08T00:00:00,4319,609,1678,122
6076,SK1315,96 minutes,13:15:00,2014-02-11T00:00:00,4319,421,609,120
6077,LX1430,254 minutes,14:30:00,2018-11-22T00:00:00,4559,1054,1678,14
6078,MU1030,49 minutes,10:30:00,2012-06-11T00:00:00,1758,6378,3382,63
6079,AT0715,44 minutes,07:15:00,2018-09-12T00:00:00,4248,1075,1074,74
6080,SX1600,77 minutes,16:00:00,2012-07-16T00:00:00,18543,1676,580,184
6081,VW2245,72 minutes,22:45:00,2018-03-20T00:00:00,1290,1830,1853,5
6082,TU1700,118 minutes,17:00:00,2018-07-13T00:00:00,4870,287,1678,14
6083,UX1745,115 minutes,17:45:00,2018-02-02T00:00:00,90,1229,1524,74
6084,3O1100,83 minutes,11:00:00,2012-01-17T00:00:00,9818,5673,3998,14
6085,PC1115,97 minutes,11:15:00,2018-09-29T00:00:00,3926,1688,1726,74
6086,BE1130,107 minutes,11:30:00,2018-03-24T00:00:00,2421,495,1354,170
6087,ST1600,201 minutes,16:00:00,2018-06-03T00:00:00,2547,1452,345,73
6088,AC1615,238 minutes,16:15:00,2018-11-28T00:00:00,330,1761,193,12
6089,EY2145,124 minutes,21:45:00,2018-07-20T00:00:00,2222,2179,4330,14
6090,JJ1330,193 minutes,13:30:00,2018-03-30T00:00:00,4867,2575,2564,14
6091,AD1745,113 minutes,17:45:00,2018-12-18T00:00:00,13983,4209,2578,170
6092,SS0745,734 minutes,07:45:00,2018-12-16T00:00:00,1908,1386,893,81
6093,NT2100,77 minutes,21:00:00,2018-12-07T00:00:00,1539,1054,1064,6
6094,US1030,122 minutes,10:30:00,2010-03-05T00:00:00,5265,1486,346,14
6095,TF1030,44 minutes,10:30:00,2017-10-29T00:00:00,3386,746,738,46
6096,FR1745,241 minutes,17:45:00,2019-01-10T00:00:00,4296,1055,304,74
6097,TK2015,98 minutes,20:15:00,2018-05-25T00:00:00,4951,1701,1723,74
6098,TK1800,103 minutes,18:00:00,2017-10-31T00:00:00,4951,1701,2177,16
6099,F90645,191 minutes,06:45:00,2018-10-01T00:00:00,2468,3458,1852,12
6100,SK1130,69 minutes,11:30:00,2018-03-10T00:00:00,4319,737,708,73
6101,BE2200,74 minutes,22:00:00,2019-01-23T00:00:00,2421,552,580,151
6102,U20945,135 minutes,09:45:00,2019-01-16T00:00:00,2297,508,1225,12
6103,FR0745,168 minutes,07:45:00,2018-07-07T00:00:00,4296,726,548,74
6104,LA1145,185 minutes,11:45:00,2015-11-20T00:00:00,3200,2442,2496,14
6105,UG1900,72 minutes,19:00:00,2018-01-04T00:00:00,5085,1561,287,6
